"20107","20170409","2017.27123","1944","-0.0015701","0.000256866","-0.0038968","0.000128944","-0.0087659","0.000295044","3918779.2202594","0.000256866","1401454.2683098","0.000128944","4817956.680325","0.000295044","sinex"
"20106","20170402","2017.25205","1943","-0.0008905","0.000266131","-0.0052299","0.000133464","-0.0095024","0.000304581","3918779.2197711","0.000266131","1401454.2667194","0.000133464","4817956.6802085","0.000304581","sinex"
"20105","20170326","2017.23288","1942","-0.0016966","0.000255977","-0.0040743","0.000128498","-0.0091504","0.000292993","3918779.2201738","0.000255977","1401454.2680908","0.000128498","4817956.6799508","0.000292993","sinex"
"20104","20170319","2017.2137","1941","-0.0012139","0.000263387","-0.0040286","0.000131457","-0.0095773","0.00030165","3918779.2195517","0.000263387","1401454.2679167","0.000131457","4817956.6799411","0.00030165","sinex"
"20103","20170312","2017.19452","1940","-0.0019403","0.000255529","-0.004018","0.000128197","-0.008336","0.000293582","3918779.2208283","0.000255529","1401454.2683846","0.000128197","4817956.6804102","0.000293582","sinex"
"20102","20170305","2017.17534","1939","-0.0019135","0.00024952","-0.0037395","0.000125922","-0.0103545","0.000288201","3918779.2194777","0.00024952","1401454.2681974","0.000125922","4817956.6788957","0.000288201","sinex"
"20101","20170226","2017.15616","1938","-0.0025233","0.000255132","-0.0043557","0.000127917","-0.0094404","0.000293442","3918779.2206814","0.000255132","1401454.2679734","0.000127917","4817956.6791923","0.000293442","sinex"
"20100","20170219","2017.13699","1937","-0.0026017","0.000255385","-0.0042654","0.000127556","-0.008019","0.000293381","3918779.2215787","0.000255385","1401454.2683902","0.000127556","4817956.68022","0.000293381","sinex"
"20099","20170212","2017.11781","1936","-0.0031782","0.000242103","-0.00541","0.000121004","-0.0090328","0.000278836","3918779.2217544","0.000242103","1401454.2672375","0.000121004","4817956.6790752","0.000278836","sinex"
"20098","20170205","2017.09863","1935","-0.0049307","0.000252517","-0.0061369","0.000126655","-0.0089639","0.000290915","3918779.2232938","0.000252517","1401454.267016","0.000126655","4817956.6779863","0.000290915","sinex"
"20097","20170129","2017.07945","1934","-0.0098494","0.000257536","-0.0071078","0.000128898","-0.0051706","0.000297553","3918779.2294614","0.000257536","1401454.2681906","0.000128898","4817956.6776622","0.000297553","sinex"
"20096","20170122","2017.06027","1933","-0.0057281","0.000234799","-0.0038062","0.00011635","-0.0078508","0.000268336","3918779.2237613","0.000234799","1401454.2696584","0.00011635","4817956.6783119","0.000268336","sinex"
"20095","20170115","2017.0411","1932","-0.0029875","0.000234473","-0.0016525","0.000116509","-0.0085234","0.000268888","3918779.2206652","0.000234473","1401454.2708385","0.000116509","4817956.679586","0.000268888","sinex"
"20094","20170108","2017.02192","1931","-0.0003634","0.00023113","-0.0014618","0.000115958","-0.0062238","0.000266808","3918779.2201358","0.00023113","1401454.2708517","0.000115958","4817956.6830399","0.000266808","sinex"
"20093","20170101","2017.00274","1930","0.0019102","0.00023419","-0.0027563","0.000118501","-0.007122","0.000269428","3918779.2183963","0.00023419","1401454.2688548","0.000118501","4817956.6838388","0.000269428","sinex"
"20092","20161225","2016.98361","1929","-0.0006192","0.000253135","-0.0026886","0.000126568","-0.0076391","0.000291844","3918779.2198639","0.000253135","1401454.2694516","0.000126568","4817956.6817993","0.000291844","sinex"
"20091","20161218","2016.96448","1928","-0.0000117","0.00022888","-0.0021168","0.000116022","-0.0080469","0.00026574","3918779.2189872","0.00022888","1401454.2697453","0.000116022","4817956.6818854","0.00026574","sinex"
"20090","20161211","2016.94536","1927","0.0000603","0.000238881","-0.0033053","0.000120905","-0.007218","0.00027727","3918779.2198442","0.000238881","1401454.2687896","0.000120905","4817956.6825614","0.00027727","sinex"
"20089","20161204","2016.92623","1926","0.0011353","0.000235433","-0.0031547","0.000118445","-0.0064566","0.000271123","3918779.2194921","0.000235433","1401454.2688236","0.000118445","4817956.6838393","0.000271123","sinex"
"20088","20161127","2016.9071","1925","0.001092","0.000323595","-0.003154","0.000164478","-0.0080948","0.000375904","3918779.2185184","0.000323595","1401454.2684761","0.000164478","4817956.6825678","0.000375904","sinex"
"20087","20161120","2016.88798","1924","-0.0009336","0.000250542","-0.0047583","0.00012802","-0.0049663","0.000291757","3918779.2224244","0.000250542","1401454.2681692","0.00012802","4817956.683623","0.000291757","sinex"
"20086","20161113","2016.86885","1923","0.0003545","0.00024676","-0.0037058","0.000124211","-0.0092346","0.000285099","3918779.2185323","0.00024676","1401454.2678951","0.000124211","4817956.6812225","0.000285099","sinex"
"20085","20161106","2016.84973","1922","0.0004669","0.000241381","-0.0035381","0.000122369","-0.0057417","0.000280899","3918779.2205372","0.000241381","1401454.2687902","0.000122369","4817956.6839466","0.000280899","sinex"
"20084","20161030","2016.8306","1921","-0.000004","0.00024757","-0.0042992","0.00012574","-0.0057931","0.000287082","3918779.2210985","0.00024757","1401454.2681826","0.00012574","4817956.6836009","0.000287082","sinex"
"20083","20161023","2016.81148","1920","0.0004228","0.000255234","-0.004292","0.00012959","-0.0078912","0.000295149","3918779.2195046","0.000255234","1401454.2676203","0.00012959","4817956.6822865","0.000295149","sinex"
"20082","20161016","2016.79235","1919","0.000419","0.000247567","-0.0024645","0.000125257","-0.0091428","0.000285721","3918779.2181246","0.000247567","1401454.2690675","0.000125257","4817956.6813341","0.000285721","sinex"
"20081","20161009","2016.77322","1918","0.0005879","0.000242136","-0.0035423","0.000123038","-0.0086838","0.000280605","3918779.2186482","0.000242136","1401454.2681101","0.000123038","4817956.6817925","0.000280605","sinex"
"20080","20161002","2016.7541","1917","0.0024302","0.000256542","-0.0044965","0.000129285","-0.010199","0.000294842","3918779.216724","0.000256542","1401454.2664086","0.000129285","4817956.6818423","0.000294842","sinex"
"20079","20160925","2016.73497","1916","-0.0008747","0.000258118","-0.0042576","0.000130108","-0.008314","0.000299128","3918779.220161","0.000258118","1401454.2678915","0.000130108","4817956.6811207","0.000299128","sinex"
"20078","20160918","2016.71585","1915","-0.0006699","0.000257612","-0.0041397","0.000129047","-0.007828","0.000296848","3918779.220273","0.000257612","1401454.2680567","0.000129047","4817956.681623","0.000296848","sinex"
"20077","20160911","2016.69672","1914","0.0002539","0.000283918","-0.0035155","0.000142578","-0.0106319","0.00032832","3918779.2176834","0.000283918","1401454.2677935","0.000142578","4817956.6800966","0.00032832","sinex"
"20076","20160904","2016.6776","1913","0.0001817","0.000284329","-0.0037488","0.000142784","-0.0090447","0.000327192","3918779.2187867","0.000284329","1401454.2679404","0.000142784","4817956.6812541","0.000327192","sinex"
"20075","20160828","2016.65847","1912","-0.0001469","0.000279438","-0.0035142","0.000140826","-0.0094292","0.000322126","3918779.2187068","0.000279438","1401454.268161","0.000140826","4817956.6807484","0.000322126","sinex"
"20074","20160821","2016.63934","1911","-0.0001619","0.000276061","-0.0036085","0.00013915","-0.0092321","0.000319596","3918779.2188701","0.000276061","1401454.2681192","0.00013915","4817956.6808881","0.000319596","sinex"
"20073","20160814","2016.62022","1910","-0.0001433","0.0002911","-0.0040606","0.000147391","-0.0078672","0.000339318","3918779.219846","0.0002911","1401454.267988","0.000147391","4817956.6819361","0.000339318","sinex"
"20072","20160807","2016.60109","1909","-0.0006764","0.000265416","-0.0037292","0.000134855","-0.0090649","0.000309893","3918779.219381","0.000265416","1401454.2681737","0.000134855","4817956.68068","0.000309893","sinex"
"20071","20160731","2016.58197","1908","-0.000633","0.000301322","-0.0029001","0.000149876","-0.0091819","0.000349017","3918779.218999","0.000301322","1401454.2689176","0.000149876","4817956.6806195","0.000349017","sinex"
"20070","20160724","2016.56284","1907","0.000154","0.000305948","-0.0028564","0.00015409","-0.0072146","0.00035891","3918779.2196282","0.000305948","1401454.269189","0.00015409","4817956.682625","0.00035891","sinex"
"20069","20160717","2016.54372","1906","-0.000725","0.000285446","-0.0030249","0.000144773","-0.0078613","0.00033346","3918779.2199165","0.000285446","1401454.2691133","0.000144773","4817956.6815618","0.00033346","sinex"
"20068","20160710","2016.52459","1905","-0.0010402","0.000290861","-0.0029645","0.000147271","-0.0089734","0.0003396","3918779.2194395","0.000290861","1401454.2690068","0.000147271","4817956.6805125","0.0003396","sinex"
"20067","20160703","2016.50546","1904","-0.0002487","0.000285693","-0.0026731","0.00014436","-0.0087634","0.000334605","3918779.2189045","0.000285693","1401454.2691249","0.00014436","4817956.6811873","0.000334605","sinex"
"20066","20160626","2016.48634","1903","-0.000069","0.000295002","-0.0026691","0.000149074","-0.0134832","0.00034541","3918779.2158808","0.000295002","1401454.2680478","0.000149074","4817956.6777224","0.00034541","sinex"
"20065","20160619","2016.46721","1902","-0.000691","0.000315285","-0.0022164","0.000158257","-0.0105235","0.000366903","3918779.2179877","0.000315285","1401454.269282","0.000158257","4817956.6795635","0.000366903","sinex"
"20064","20160612","2016.44809","1901","-0.0011104","0.000285957","-0.0030765","0.000143599","-0.0129613","0.000334972","3918779.2170822","0.000285957","1401454.2680448","0.000143599","4817956.6774403","0.000334972","sinex"
"20063","20160605","2016.42896","1900","-0.0005327","0.000279493","-0.0031305","0.000140825","-0.0101261","0.000326693","3918779.218426","0.000279493","1401454.268468","0.000140825","4817956.6799682","0.000326693","sinex"
"20062","20160529","2016.40984","1899","-0.0006611","0.000295639","-0.0035005","0.000148421","-0.00719","0.000343535","3918779.2204427","0.000295639","1401454.2687963","0.000148421","4817956.6821129","0.000343535","sinex"
"20061","20160522","2016.39071","1898","-0.0002166","0.000285432","-0.0031472","0.000143616","-0.0077914","0.000331144","3918779.2196373","0.000285432","1401454.2688835","0.000143616","4817956.6819459","0.000331144","sinex"
"20060","20160515","2016.37158","1897","-0.0012655","0.000254716","-0.00356","0.000129875","-0.0104696","0.000296675","3918779.2188837","0.000254716","1401454.2681755","0.000129875","4817956.6792303","0.000296675","sinex"
"20059","20160508","2016.35246","1896","-0.0010957","0.000271461","-0.0035505","0.000138276","-0.0080935","0.000317029","3918779.220216","0.000271461","1401454.2686621","0.000138276","4817956.6811442","0.000317029","sinex"
"20058","20160501","2016.33333","1895","-0.0013223","0.00027064","-0.0034741","0.00013831","-0.0091808","0.000317367","3918779.2196855","0.00027064","1401454.2685536","0.00013831","4817956.6801714","0.000317367","sinex"
"20057","20160424","2016.31421","1894","0.0000905","0.000242929","-0.0042463","0.000124435","-0.0085261","0.000286691","3918779.2193374","0.000242929","1401454.267609","0.000124435","4817956.6815883","0.000286691","sinex"
"20056","20160417","2016.29508","1893","-0.0005925","0.000255205","-0.0037677","0.000129868","-0.0096761","0.000298485","3918779.2189592","0.000255205","1401454.267982","0.000129868","4817956.6802707","0.000298485","sinex"
"20055","20160410","2016.27596","1892","-0.0011284","0.000261834","-0.0038778","0.000132738","-0.0082272","0.000304178","3918779.2202677","0.000261834","1401454.268333","0.000132738","4817956.6810214","0.000304178","sinex"
"20054","20160403","2016.25683","1891","-0.0010726","0.000256606","-0.0034995","0.000130237","-0.007778","0.0002968","3918779.2203758","0.000256606","1401454.2687734","0.000130237","4817956.6813986","0.0002968","sinex"
"20053","20160327","2016.2377","1890","-0.0008052","0.000260546","-0.0036023","0.000131568","-0.0079657","0.000301732","3918779.2201042","0.000260546","1401454.2685672","0.000131568","4817956.6814303","0.000301732","sinex"
"20052","20160320","2016.21858","1889","-0.0009665","0.000249727","-0.0038137","0.000127057","-0.0083345","0.000289245","3918779.2200645","0.000249727","1401454.2683285","0.000127057","4817956.6810454","0.000289245","sinex"
"20051","20160313","2016.19945","1888","-0.0004197","0.000250979","-0.0034629","0.000126549","-0.0081269","0.000289654","3918779.219683","0.000250979","1401454.2685645","0.000126549","4817956.681559","0.000289654","sinex"
"20050","20160306","2016.18033","1887","-0.0015528","0.000250805","-0.0040347","0.000126465","-0.0086035","0.00029051","3918779.2203929","0.000250805","1401454.2682112","0.000126465","4817956.6804595","0.00029051","sinex"
"20049","20160228","2016.1612","1886","-0.0014606","0.000253604","-0.0043634","0.00012808","-0.0078586","0.000292913","3918779.2208946","0.000253604","1401454.2680414","0.00012808","4817956.6810849","0.000292913","sinex"
"20048","20160221","2016.14208","1885","-0.0009551","0.000255966","-0.0032548","0.000127834","-0.0047913","0.000295065","3918779.2220407","0.000255966","1401454.2696288","0.000127834","4817956.6837418","0.000295065","sinex"
"20047","20160214","2016.12295","1884","-0.0014475","0.000257443","-0.0040102","0.000129163","-0.008204","0.000296095","3918779.2205544","0.000257443","1401454.268295","0.000129163","4817956.6808312","0.000296095","sinex"
"20046","20160207","2016.10383","1883","-0.0016645","0.00026753","-0.0035551","0.000134035","-0.0101661","0.000307272","3918779.2193532","0.00026753","1401454.2683486","0.000134035","4817956.6792009","0.000307272","sinex"
"20045","20160131","2016.0847","1882","-0.0023731","0.00025408","-0.0041021","0.000128277","-0.0073313","0.000293458","3918779.2217819","0.00025408","1401454.2686364","0.000128277","4817956.6808909","0.000293458","sinex"
